post_caption,predicted_label
"Hape kece gini masa dilewatin sih? 😍 HUAWEI nova 13 Pro ini stylish parah, depan-belakang sama-sama cakep! Selfie? 60MP ultrawide broo 📸 Belakang? 50MP + OIS + bukaan aperture bisa diatur, hasilnya mantap di segala kondisi! Dan tenang... soal aplikasi Google mah GAMPANG! Chrome, WA, IG, YouTube sampe app banking — semua ADA! Udah stylish, jernih, aman pula. Masih ragu? Sayang banget sih! #HUAWEIAppGallery",call-to-action
"Sesekali boleh lah main ke @mvs.nails buat coba treatment FOOTSPA! Karena worth it sihhh ini bener-bener bersih, lembab, halus banget kakiku!! Somehow aga cerahan juga ga siii? 😗👍 Footlogic treatment harganya 200K lebih dikit, tapi LENGKAP BANGET!! Kalau mau yang lebih affordable tapi hasil juga oke, cobain Footspa by Kumi di harga 100K-an! Cusss treatment disini @mvs.nails TAPI jangan lupa appointment dulu ya! 🙆🏻‍♀️💗🫶🏻✨",call-to-action
"Unboxing sesuatu yang bikin nostalgia, tapi tetap kece di zaman sekarang! Yes, let me show you Instax Wide Evo ✨ Kira-kira, fitur mana ni yang kalian suka? so jangan lama-lama, langsung aja beli Instax Wide Evo dan explore kreatifitas kalian 🔥 Make Every Shot a Masterpiece 📸 #InstaxIndonesia #InstaxWideEvo",call-to-action
"[SAVE N SHARE!!] Biar douyin lips berhasil.. ini tipsnya!! 1. Pucetin / ratain warna bibir pakai concealer atau base lipcream. Jangan terlalu banyak produk tapi yaaaa 2. Conceal area luar bibir biar membentuk bibir yg pouty & full ditengah! 3. Pakai lipcreamnya dikit aja yaaa aku langsung pake lipcream merah karena kalo diblend dia akan pudar warnanya!! Ini lipcoat @blpbeauty shade Bloody Mary 4. Blendnya lipcream dulu, usahain pake brush! Jangan dikatup bibirnya! Karena nanti berantakann🫠 5. As you can see lipcreamnya jadi tebel kann makanya aku blend concealer diluar setelahnya! Bikin lebih pink, ngeblurr & pudar jadinya! Gapapa! Ingat less is more 🤏🏼😆 6. Kalian bisa tambahin lipgloss bening atau kalo mau lebih ‘full’ pake yg ada warnanya! Glossnya dari BLP juga ya ini Lip Vinyl shade Glass ✨👌 Komen dong kalian berhasil atau gagal bikin douyin lips!? Rumit ya yuyur 🤣🤣 tapi hasilnya beda kan dari ombre biasa?? 😆✨",call-to-action
"Rencana Tuhan adalah sebaik-baik rencana, kita hanya bisa menyemogakan rencana kita, dan semoga 'Kamu' adalah bagian dari rencana Tuhan tersebut lok: Bukit Jatisewit htm: seikhlasnya kamu udah pernah ke Bukit Jatisewit belum? yakali tempat se keren ini ngga kamu datengin, rugi dong jangan lupa follow untuk konten menarik selanjutnya @fuad.aliromadoni @fuad.aliromadoni #lovepurwokerto #purwokertokeren #creativepost_id #purwokertoexplore #kembalikealam #creativeinstagrampost #kolase #sunrise #backtonature #bukitjatisewit",call-to-action
Pre-order digital download stand up comedy Cerita Sialku di https://www.radityadika.com/ceritasialku,call-to-action
"Kenalin, INSTAX WIDE EVO! Kamera hybrid kece yang siap nemenin eksplorasi kreativitasmu dari @instaxindonesia Dengan fitur Lens Effect, Picture Style, dan Film Effect, kamu bisa bereksperimen sepuasnya buat hasil foto yang unik dan estetik. Mau vibe retro, klasik, atau modern? Semua bisa! Ditambah format wide, jadi makin puas ngabadikan momen-momen seru kalian. Jadi sudah siap to make every shot a masterpiece? Langsung cobain Instax Wide Evo sekarang ya! #InstaxIndonesia #InstaxWideEvo",call-to-action
"Penjualan tiket Mens Rea Jakarta periode normal semakin dekat!\n\nBuat kalian yang mau diskon tambahan sebesar 100k, jangan lupa geser slide nya sampai habis ya!",call-to-action
"SEBENTAR LAGI, SELURUH KATEGORI TIKET MENS REA KEMBALI BISA DIBELI!\n\n10 Mei 2025\nMulai 10 pagi WIB\nDi mensrea.id\n\nTermasuk tiket live streaming seharga 300rb\n\nTapi inget, kalau kamu baru buka rek Bank Saqu, dapet potongan Rp 100.000 utk beli tiket Mens Rea.\n\nTermasuk utk live streaming yg jadi cuma 200rb kalau kamu buka rek Bank Saqu",call-to-action
resep cheesecuit cuma 4 bahan tanpa oven dan mixer! simpel dan cocok untuk ide jualan. yuk recook! 😍 #resepdessert #dessertrecipe #resep #resepmudah #resepkue #idejualan #idebisnis #dessert #dessertrecipes,call-to-action
"Penemuan toner aku akhir2 ini yang ternyata BAGUS BANGET??? 😭🤌🏻 Kalo Rice Toner mungkin udah sering denger, tapi Rice Oil Toner?? Kamu sih GONG kata aku @hayejin_indonesia 😭👏🏻 Di tonernya ada 2 lapisan gitu lapisan cairan sama oil, jadi setelah dikocok pake ini aja tuh lembabnya udah kayak pake skincare berlayer2 😭🫰🏻 Ngeboost collagen iya, dan paling penting bikin hydration & kadar oil di kulit jadi BALANCE. Jadi buat geng kulit kering atau oily dehidrasi, even bumil atau yang cari toner buat anti aging, PLIS MASUKIN INI KE WISHLIST KALIAN OK!! 🫶🏻🫶🏻🫶🏻 #CardiBOilToner #CardiBMoisturizer #HAYEJINOilToner",call-to-action
"Korea’s internet speed? GAK ADA LAWAN! 🇰🇷✨ #rowiekorea #beginilahrealitanya Bukan cuma buat scrolling TikTok tanpa loading, tapi juga jadi alasan kenapa Korea itu surganya e-sport dan digital culture! Kemarin aku mampir ke PC Bang di Seoul... dan wow, pengalaman nggak bisa terlupakan Kalau kamu ke Korea, mau cobain juga nggak? 📍Lol Park, Seoul #InternetSpeed #Esport #SuperchargeKorea #kuliahdikorea",call-to-action
"Cara test kaya gini tuh… bener juga ya😂 Bahkan yg kupake tinted lipbalm REKA juga yg creamy & melt! Ternyata bisa se-stay itu 😳 Lagi rame cara ngetest powder dengan cara pakai lipstick (di compare) dan hasilnya memang seadanya seperti itu ya 🙆🏻‍♀️✨ Kecil kecil cabe rawit sih ini @rekacosmetics mana namain produknya In Real Life Skin Filter, yang mana aku setuju!! Sangat blurr, halus dan bisa nahan base makeup bawahnya lebih lama 💗 Udah cobain belom? Sampe ko Philips bahas terus di tiktok loh ini! Cobainnnn deh!✨💗 #rekaloosepowder #produkviral #loosepowder #makeuphacks",call-to-action
Introducing to chosen women of MIRACLE RUNAWAY presented by @pondsindonesia Breaking the stigma surrounding women over 30 Join us in celebrating timeless beauty and ageless elegance at Jakarta Fashion Week 2025 from 21-27 October 2024 at Pondok Indah Mall 3 #miraclesrunwayatjfw #jfw2025 #miracleshappen,call-to-action
"Whoapps hawloo temen temen ?!🧚🏻‍♀️ After 3 bulan adik surgery udah secakep ini yaw mulaii keliatan natural thow mbaakk 😍 Udah kek 80% nya ini mah best bangetttt foto dari angel mana pun ga masalah 🤭✨ Kantong mata yang menghitam itu udah pudar, mukaku udh mengecil sesuai request dong pastinya 🥰 Super happyyy, ga sabar deh buat liat 100% nyaaaaa 🥳🤩 Dari awal surgery di @indonesia_banobagi sampai sekarang ga kerasa sakit yg bener bener nyeri gitu💖 Tentunya di temani @myvenus.io dong 💕🙌🏻",call-to-action
"@caesarmario & @nikyrputra dateng ke The Meetup Market 2025 bukan sekadar buka lapak, mereka buka dimensi tawa. Hehehe... ✌🏼 Clear your weekend plans!! If you dont, just do. The Meetup Market 2025 is coming your way! 📍 Row 9 lt. 5 (Space 9), Blok M 📅 5 – 6 July 2025 We swear you don't wanna miss this kind of experience.",call-to-action
Auto bungkus Yamaha Grand Filano gegara Sentral Yamaha Calaca Manado so buka gengss 😍🫶 CUSS JANG NGONI KETINGGALAN !! 😚 #jurnaltasya #yamaha #yamahamanado #yamahasemakindidepan #promoyamaha #sentralyamahacalaca,call-to-action
Prince Abdullah NEXT Fight!! Clan KK?!! Seru!! Yang mau turun gelanggang harus nonton!! FULL VIDEO Need A Talk at Youtube AH,call-to-action
Deleted Scene Ahmad & Ibu Kantin 😭 Yuk saksikan perjalanan lengkap Ahmad @rey_bong26 menuju hari pernikahannya di film JODOH 3 BUJANG ✨ Tonton hari ini di Bioskop!,call-to-action
"First time ke Korea bukan karena drama, bukan karena K-Drama atau K-Pop! Tapi karena satu kesempatan yang ngubah hidupku. Dari jadi fotografer & travel influencer, sampai akhirnya bisa eksplor Korea Selatan, dari makanan, budaya, sampai momen-momen unforgettable yang bikin aku jatuh cinta sama Korea 🇰🇷 Dan sekarang aku lagi berjuang buat balik lagi ke sana lewat program K-Influencer 2025! Yuk, ikuti perjalananku & jangan lupa dukung terus, siapa tahu next trip kita ke Korea bareng! Let’s experience Korea, together! 🇰🇷🇮🇩 @k_influencer_official @koreanet_official @kcc.id #KInfluencer2025 #KoreaVibes #IndonesiaKorea",call-to-action
"THE TRAILER IS OUT!!!! 🔥🎬\nSaksikan \Jodoh 3 Bujang\"" tanggal 26 Juni 2025 di Bioskop kesayangan Anda!!!❤️""",call-to-action
"Kapan mau kesini ? 🤩 Sudah open for public, Gedung tertinggi di indonesia, spot terbaik buat liat citylight jakarta yang bisa kalian kunjungi 🤩",call-to-action
Episode terbaru sudah tayang!\n\nMembahas apa itu kajian dan hidayah menurut @felix.siauw\n\nSelengkapnya cek di YouTube kami para Sekoci!🐉,call-to-action
"[SAVE THIS] Pas ngintip tutorial MUA yang aku follow, fomo banget kalo aku gapunya juga! Wkwkwk jadi ketagihan dehh karena satisfying bgt😂🤌🥰 @everlaskin Refine gentle aqua gel ya namanya, boleh cek review di e-commerce juga! Emang bagus nih produk ga bikin iritasi karena sensitive skin loving 🥰🤗 Meski gak suka makeup tebel, sesekali exfo kulit kalian pake produk yg gentle kaya gini! Supaya kotoran yg byumbat pori keangkat sekaligus sama sel kulit mati! 💖",call-to-action
Explore and visit new photo spots around Jakarta yesterday with @lilhend @17th.visuals 📸🥶,call-to-action
"koleksi Authentism gapernah gagal sihhh🥹🫶🏻 bahannya baguuusss banget, motifnya ga yang norakk, bener2 cantik banget looks nyaa, plis kepoin @authentism.id buat kamu yang lagi nyari hijab motif dan hijab poloss yang premiumm🫶🏻🫶🏻🫶🏻 #ootd #ootdhijab #hijabmotif #scraft",call-to-action
"Mario & Niky akhirnya gambarin silsilah keluarga mereka yang banyak artis itu. Kira-kira rahasia keluarga apa lagi yang terbongkar? Mending kalian langsung tonton selengkapnya, cuma di YouTube: The Maple Media. Forever in our hearts. Rest in love, Gusti Irwan Wibowo🕊️",call-to-action
"Serum lo beneran ada vitamin C-nya atau cuma klaim manis doang? Buktiin aja sendiri di rumah dengan eksperimen sederhana. Gini caranya: 1. Siapin serum vitamin C yang lo mau tes 2. Siapin air putih secukupnya di wadah bening 3. Tetesin cairan iodine ke dalam air sampai warnanya oranye kecokelatan 4. Lalu tetesin serum vitamin C ke larutan tersebut 5. Aduk perlahan… dan perhatiin baik-baik Kalau larutannya berubah jadi bening, itu tanda ada vitamin C aktif di dalam serum lo. Soalnya vitamin C (ascorbic acid) itu antioksidan kuat, bisa “netralin” warna gelap dari iodine. Ini gw ngetes pakai @kiehlsid Kiehl’s Clearly Corrective Dark Spot Solution, serum activated vitamin C yang memang udah terkenal dengan kandungan vitamin C aktifnya dan bener aja, larutannya langsung bening! Catatan aja ya, ini bukan uji lab yang super detail, tapi lumayan bgt buat tahu apakah produk yang kita pakai itu bener-bener ngasih kandungan aktif atau cuma modal branding doang 😅 Bisa dicoba sendiri di rumah, seru dan bikin kita makin peka sama klaim skincare.",call-to-action
Orange Coffee🍊☕️ *full recipe—> check my reels Ngga nyangka ternyata Jus Jeruk & Kopi itu enak banget lo guys! Sampai ketagihan tiap hari minum ini selama 2 minggu😭 • • • #kopi #jusjeruk #coffeegram #orangecoffee #kopipagi #kopiindonesia #resepkopi #kopilokal #kopienak #kopikekinian #foodphotography #drinkphotography #foodphotographyandstyling #baristajepang #coffeephotography,call-to-action
"jangan salah langkah. ketik ""kadev"" buat aku kirim link akses @kadevacademy",call-to-action
"Harry is the Mr. F. 🔥\n\nAnd…\n\nSaksikan sinetron #AsmaraGenZ setiap hari, pukul 16.45 WIB hanya di SCTV!\n\n#SCTVSinetron #AsmaraGenZ #SCTVKreatif #BullyBukanGenZ",call-to-action
"Di balik layar, @aryamohan7 tetap Next Level! 😎 Siap meledak dengan energi dan performa 🔥📱\n\n❤️ Buat fans @aryamohan7 mana suaranyaaaa 📣 komen di bawah dan tunjukkan antusiasme kalian ⭐\n\n#NextLevelStylish\n#POVA7\n#POVA75G\n#POVACurve5G\n#POVA7Ultra5G\n#POVA7Series\n#TECNOIndonesia",engagement-inviting
Hai! Styling paling gampang andalan aku🫶🏻 #bellmirsoutfithacks Vol.1,engagement-inviting
Dari pada sedih lihat tim indo pada gugur 🙈 Mending lihat konten ala ala kita yang banyak ketawanya 🤪 Btw paha gw pegel semua sekarang @serenakani 😏😝,engagement-inviting
Kak @dinar.amanda for @buttonscarves 🤍 . #makeupbydaniella #makeupartistindonesia #makeup #makeupartistjakarta #MUAjakarta #graduationmakeup #weddingmakeup #riaspengantin #fashionmakeup #MUAindo #MUAtangerang #makeupcourse #kursusmakeup #kursusmakeupjakarta #makeupakad #makeupnikah #makeupresepsi #kursusmakeup #kursusmakeupjakarta,engagement-inviting
"Help me choose! Get ready with me (to a meeting) and help this girl out, so sunglasses or glasses? Both from @sunset.eyewear which you should check out asap! Lemme tell you they have great collections with super affordable price, I swear you, you'll be shock! Plus the best part is lensa yang aku pakai itu Blue Control, ini penting karena aku mostly kerja depan computer or my gadget kan. Oh mine is Sunglasses SGPCCP6201 Optical TRCP28007 Lalu! Yes aku punya promo code untuk kalian! Pakai code EVITA15 untuk diskon 15% via Website & WhatsApp (tanpa batas penggunaan, min. belanja 70K). #SunsetEyewear #GoodGlassesforEveryone",engagement-inviting
"Sesuatu yang telah Allah takdirkan untukmu, tidak akan pernah menjadi milik orang lain🤍 Safiya knit dress @sundaraexclusive 🌷 Btw hijabnya juga dari @sundaraexclusive xixi || Link dress di bio no 69 || || Link hijab di bio no 75 ||",engagement-inviting
"Random dump, challenge buat kalian, mana yang pake aipon mana yang pake custom soviet lens gua. No post processing ya di semua, pure from aipon and gh6.",engagement-inviting
A night to remember! ✨\n\nGala Premiere Jodoh Tiga Bujang was filled with laughter and a whole lot of love for local cinema.\n\nProud to witness this special moment before it hits the big screen!\n\n🎥: @dhikaramadhana\n\n#AlaraTalentManagement #JodohTigaBujang #ReyBong,engagement-inviting
"Bikin efek teks gini cuma pake capcut? iya sih mesti pro, tapi ini gue nyoba bisa ga pro 😅 intinya hope it work and inspire you guys ✨ #bagijurus #typographyindonesia #tampildireels #sharingiscaring",engagement-inviting
"so… wanna try to have breakfast with the 🦒 ? meet Houdi, Abi, Mary, and Eid (the baby)🥹 #travel",engagement-inviting
SUDAH SIAAP BELUUMM?? 🔥 Tonight 9 PM subathon ke empat bareng MAB18 dengan tema #temontapimenikah bakalan nemenin kalian selama ramadhan Thank you buat artwork nya bro bro LFG ⚡️ 30 hari pasti bisaaaaaa ~ harusssss 🤙🏽 Langsung gas YOUTUBE.COM/QORYGORE 🚨,engagement-inviting
"Berbeda peran, satu tujuan. bersama dalam cinta dan kebersamaan🥰 Foto mungkin cuma diam, tapi cinta di dalamnya akan selalu hidup❤️",engagement-inviting
Selanjutnya mau bahas apalagi? #strategimarketing #marketing #tipsbisnis #umkm #aangpermana #hpp,engagement-inviting
"Siap kena sidak barista MNDY. Sekarang ga cukup ditanya kopinya aman atau engga, kudu harus dites lagi . Ada namanya TDS & extraction rate. 2 hal ini bisa ngebaca espresso Lo udah optimal atau belum dibuatnya. Di tempat Lo ada juga ga?",engagement-inviting
"Kalian lebih suka bangun pagi atau begadang? Share alasannya dong, penasaran! 🌅🌙",engagement-inviting
"Coba kasih tau gue, mana di antara 4 cleansing oil ini yang udah pernah lu cobain atau lagi penasaran mau cobain??? Kalo belom pernah coba semuanya, keterlaluan 😤",engagement-inviting
You are all invited to IONATION 2025 - The Biggest Workout & Wellness Festival in Indonesia by ION WATER! ...,engagement-inviting
"Udah pada tau kan kalo bogor bukan cuma hujannya yang banyak, tapi pelarinya juga?!",engagement-inviting
Seputar pertanyaaan yang muncul tentang trip 3D2N di Taman Nasional Tanjung Puting. Kalau ada pertanyaan lain jangan sungkan bertanya yah tetangga 🥰 #tanjungputing #tanjungputing_tourism #tanjungputingnationalpark #camplaekey #3D2Ntanjungputing #orangutan #orangutankalimantan,engagement-inviting
"""shoot"" by no na our first song from our hearts to yours drops at MIDNIGHT TONIGHT wherever you are! 🌊❤️ baila, esther, shaz, christy - no na",engagement-inviting
"one day or day one‼️ Slide terakhir foto awal badan ku mulai kebentuk, gak terasa udah sampai sejauh ini, bersyukur banget berani memulai keluar dari zon nyaman. Suatu saat nanti atau memulai sekarang? Tentukan pilihanmu teman.",engagement-inviting
Coffee atau tea person nih? Cerita dong di komen kenapa kalian pilih itu ☕🍵,engagement-inviting
"Peeling serum ter- GONG! Ga ada rasa cekat cekitnya masa?!🧪🥼 @garnierindonesia Kalian bisa langsung buktiin sendiri deh! Long weekend gini asik sihh ngelab di mall 📍The Forum - Summarecon Mall Kelapa Gading 3 🗓️27-29 Juni 2025 BANYAK YANG SERU!🎁 banyak hadiah skincare gratis, PROMO PROMO! Dan ada hadiah ipad dan iphone🤯 #PeelwithNoFeelLab #PeelingGakCekatCekit #GarnierPeelingSerum #Skin",engagement-inviting
"Eid Mubarak semua✨ Semoga kita semua menjadi orang-orang yang lebih baik dari sebelumnya, dan dijauhkan dari segala bentuk kesyirikan🤲🏻 Anyeong akhirnya collab!!! iya ngga @shohibulfikri",engagement-inviting
Pokemon battle kalau trainernya pinter: Keren banget asli nih Pokemon dari @blokees.official yang mana favorit kalian dari ketiga Pokemon ini? #blokees #blokeespokemon,engagement-inviting
"Kamu bisa dapet invitation ke ulang tahun Anak Owner kalau cek postingan ini! Bulan ini Anak Owner bakal ngadain pesta ulang tahunnya, nih detailnya di bawah ya! 📍EJ Peace Coffee 2.0 Jl.Mutumanikam No.69, Kota Bandung 🗓️ 28 Juni 2025 🕧 19.00 - Selesai 50 komen terunik bakal dapet undangan + free coffee dari Anak Owner. Yuk buruan komen di bawah?",engagement-inviting
Thrilled to announce that Olivia Payten has joined Jalintraksi as our Leading Creator! 🎉 Don't miss out—subscribe to Olivia's membership for exclusive content and more! ✨ #Jalintraksi #OliviaPayten #ExclusiveContent,engagement-inviting
Yang pernah nyasar waktu jalan-jalan angkat tangan! Cerita pengalaman kalian dong 🗺️,engagement-inviting
"Halo guys sudah siap bertualang lewat multiplepost? Eh, ngga ngga, ini bukan postingan 'Adventure in Carousel' kali ini cuma postingan random biasa, hehe. Bisa dibilang, ini adalah Recap journey selama bulan Mei, walaupun ngga semua aku masukin si, soalnya di galeriku udah kebanyakan mentahan, sampe bingung milihnya 🗿 *Ngadain FTE seru kali ye? Hehe Btw, kalian ngerasa kalau bulan Mei itu berasa kek lama banget gasi? Buset, tanggalnya ga abis-abis☝️😞 #backtonature #kembalikealam #lovenature #instagrammagazine #instastoryideas #instacreativestories #madewithstories #instamagazine #creativeinstagrampost #creativepost #creativeenthusiast #creativemultiplepost #motopakehape #multiplepost #kolasefoto #lonely #journey #jateng #purwokertokeren #purwokerto",engagement-inviting
"Yang mau usaha laundry, coba strategi ini ya #aangpermana #umkm #tipsbisnis #marketing #bisnisonline",engagement-inviting
"valid 💯 pesan untuk kamu yang menjaga diri dari “pacaran” : di perjalanan yang panjang ini , jangan jadi milik siapapun dulu yaa 🫵🏻, sampai kamu bertemu dengan orang yang tepat diwaktu yang tepat 🤗 #reminder #selfreminder #reels #reelsinstagram #quote #katakatabijak #note #katakata #aesthetics #trend #reelsintagram #ootdhijab #vsco #aesthetic #reels #ootd #hijrah #pacaran #istiqomah",engagement-inviting
the warm summer calls for les beiges golden hour all products available to shop through @chanel.beauty boutiques and e-shop @time.international,engagement-inviting
Weekend ini mending nonton di rumah atau jalan-jalan? Drop emoji 🏠 atau 🚶‍♀️ di komen ya!,engagement-inviting
Banyak banget activity seru di Krabi Thailand!! kalo dari kegiatan aku di atas mana yang paling kalian pengen datengin?? #FlyAirAsia #AirAsiaTravellerSquad2025 #StillWinningStillGold #AirAsiaSkytrax16Wins #Thailand #Krabi #ThailandTravel,engagement-inviting
Kalian tim skincare simpel atau yang step-nya banyak? Share routine kalian dong! ✨,engagement-inviting
"Kulit kusem, minyakkan, tapi dompet pas2an??? Jangan sedih 🙅🏻 3 produk ini bisa bikin kulit lu lebih sehat tanpa bikin kantong bolong 🤭",engagement-inviting
Love Daddy hanya di @maxstream.tv PH: @ekomando_official Excutive Produser: @ekopatriosuper @sodadude_20 Producer: @rezaditya17 Creative Producer: @iqbal_manprod Linepro: @dhiantyjusuf Toni komando Director: @sondang.pratama Dop: @andriprilana Art: @degajavas Makeup&costume: @ogheholic Story: Erick Komando Script writer: @anggaharyono_ Music & Scoring: @arief_blingsatan @blingsatanofficial Producer post: @nickosilfido Postpro: @klover.colour Edited · 58w,engagement-inviting
"Sering bahas soal resiliensi, tapi sebenarnya… ‘gimana sih cara menerapkannya secara konkret #inthiseconomy ? Buat yang lagi butuh video ini, semoga bermanfaat ya 🙌🏻",engagement-inviting
"Siapa yang belum pernah makan Indomie Bangladesh? Kalian harus nyobain sih! Kalo di daerah kalian gaada, aku bakal share resep yanh bisa aku bilang 80% rasanya mirip kayak yang ada di Warkop Agam Senyum Medan.",engagement-inviting
INDAHKUS : CHINA UDAH JAUH LEBIH MAJU DARI INDO ⁉️ AKU KABUR AJA DULU KE NEGERI CHINA‼️,engagement-inviting
who do you think wins the serum spray battle?👀,engagement-inviting
"Coklat favoritnya siapa nih? Kalau ke KL wajib banget main ke pabriknya @berylschocolate yang ada di daerah selangor. Karena kalian bakal nemuin banyak experience baru. Seperti melihat proses pembuatan cokelat sampai bisa makan es krim cokelatnya yang enak banget. Oh iya, mereka juga nyediain cafe cakep nih. Jadi kalo yang mau nongkrong bisa banget nih disini. Btw, aku rekomendasiin banget kalau mau belanja produk cokelat beryls itu disini. Karena produknya lebih banyak dan lebih lengkap. Bahkan ada beberapa produk yang hanya ditemuin di tempat ini. Jadi gimana? Tertarik main kemari?",engagement-inviting
tutorial - Story No Burik 📲 Pernah ga sih ? Kalian yang udah kualitasnya foto bagus editing dan lainnya loh tapi kenapa masih burik bang ? Pengaturan dari akun instagram kalian apakah sudah ber resolusi tinggi apa belum ? #tipsandtricks #sharingiscaring #carouselpost #nextlevelinstagram #typographyinsta #typographyinspired #garagarainstagram #typhographyindonesia #creativepost #typographyinsta #creativemultiplepost #creativeenthusiast #vscoindonesian #zonafotografi #mainsimple #shotonsony #bandung #lightroom #fromwhatisee #instacreative #somewheremagazine,engagement-inviting
Weekend kemarin ngapain aja? Cerita dong biar yang lain bisa ikutan seru-seruan! 🎉,engagement-inviting
"Absolutely excited to be part of #AdelleCountryClub 📆 Mark your Calendar girls!! Tanggal 20 Juni 2025!!! Ajak mami, camer, calon husband kalian buat kesini! Banyak hadiah menarik!! FREE ENTRY! 📍Summarecon Mall Bandung Don't miss the chance to hang out with me when it opens to the public💍💎 #trending #igreels #reels #fypp",engagement-inviting
MAB CHALLENGE MINGGU TERAKHIR DAYM 🦎 Ga kerasa 30/30 mau beresss subathon mab 18 🚨 Youtube.com/qorygore,engagement-inviting
