username_instagram,tier_followers,influencer_id,demography_usia,demography_gender,demography_income,psychography_lifestyle,psychography_personality,psychography_main_value,familiarity_media_pct,trending_status,likeability_sentiment,campaign_success_signif,engagement_rate_pct,rate_card_story,rate_card_feeds,rate_card_reels,has_relevant_history,random_endorse_rate,behavior_consistency,expertise_field,avg_reels_views,avg_post_like,avg_comment
robby.firlian,Micro,INF128,['Milenial'],['Laki-laki'],['Menengah ke atas'],"['Modern', 'Elegance']","['Ceria', 'Ekspresif']",Kreatif,0.81,True,Positive,True,0.049,600000,2000000,4000000,True,0.42,True,finance,15500,3100,390
annabellwijono,Micro,INF019,['Generasi Z'],['Perempuan'],['Menengah'],"['Ceria', 'Simple']","['Fun', 'Ceria']",Humble,0.79,False,Neutral,False,0.031,450000,1000000,2500000,False,0.33,True,lifestyle,12200,2600,280
wilmpratamaa,Micro,INF155,['Milenial'],['Laki-laki'],['Menengah ke atas'],"['Modern', 'Elegance']","['Ceria', 'Ekspresif']",Kreatif,0.81,True,Positive,True,0.049,600000,2000000,4000000,True,0.42,True,tech,15500,3100,390
fuad.aliromadoni,Micro,INF053,['Milenial'],['Laki-laki'],['Menengah ke atas'],"['Modern', 'Elegance']","['Ceria', 'Ekspresif']",Kreatif,0.8,True,Positive,True,0.05,600000,2000000,4000000,True,0.43,True,education,16000,3300,400
jefdasilvaaa,Micro,INF075,['Milenial'],['Laki-laki'],['Menengah ke atas'],"['Modern', 'Elegance']","['Ceria', 'Ekspresif']",Humble,0.8,True,Positive,True,0.051,600000,2000000,4000000,True,0.45,True,finance,16200,3350,405
halohilda_,Micro,INF059,['Milenial'],['Perempuan'],['Menengah ke atas'],"['Modern', 'Elegance']","['Ceria', 'Ekspresif']",Humble,0.8,True,Positive,True,0.051,600000,2000000,4000000,True,0.45,True,education,16200,3350,405
najhytlby_,Micro,INF100,['Generasi Z'],['Perempuan'],['Menengah'],"['Ceria', 'Simple']","['Fun', 'Ceria']",Humble,0.75,False,Neutral,False,0.03,450000,1000000,2500000,False,0.34,True,lifestyle,12000,2500,270
satasyaaa,Micro,INF138,['Generasi Z'],['Perempuan'],['Menengah'],"['Ceria', 'Simple']","['Fun', 'Ceria']",Humble,0.75,False,Neutral,False,0.03,450000,1000000,2500000,False,0.34,True,lifestyle,12000,2500,270
sarah.nuruli,Micro,INF136,['Milenial'],['Perempuan'],['Menengah ke atas'],"['Modern', 'Elegance']","['Ceria', 'Ekspresif']",Kreatif,0.81,True,Positive,True,0.049,600000,2000000,4000000,True,0.42,True,beauty,15500,3100,390
heidyrezky,Micro,INF061,['Milenial'],['Perempuan'],['Menengah ke atas'],"['Modern', 'Elegance']","['Ceria', 'Ekspresif']",Brave,0.84,True,Positive,True,0.054,700000,2500000,5000000,True,0.46,True,beauty,16800,3450,415
dr.farhanialhabsyi,Micro,INF043,['Generasi Z'],['Laki-laki'],['Menengah'],"['Aktif', 'Modern']","['Fun', 'Ekspresif']",Brave,0.67,False,Neutral,False,0.029,400000,1000000,2500000,False,0.3,True,health,11200,1850,210
kinandaputriii,Micro,INF087,['Generasi Z'],['Perempuan'],['Menengah'],"['Ceria', 'Simple']","['Fun', 'Ceria']",Humble,0.75,False,Neutral,False,0.03,450000,1000000,2500000,False,0.34,True,lifestyle,12000,2500,270
salsaaprtw,Micro,INF135,['Generasi Z'],['Perempuan'],['Menengah'],"['Ceria', 'Simple']","['Fun', 'Ceria']",Humble,0.75,False,Neutral,False,0.03,450000,1000000,2500000,False,0.34,True,lifestyle,12000,2500,270
khalisyarenata,Micro,INF085,['Generasi Z'],['Perempuan'],['Menengah'],"['Ceria', 'Simple']","['Fun', 'Ceria']",Humble,0.75,False,Neutral,False,0.03,450000,1000000,2500000,False,0.34,True,lifestyle,12000,2500,270
laurenzetira,Micro,INF089,['Generasi Z'],['Perempuan'],['Menengah'],"['Ceria', 'Simple']","['Fun', 'Ceria']",Humble,0.75,False,Neutral,False,0.03,450000,1000000,2500000,False,0.34,True,lifestyle,12000,2500,270
great.ej,Micro,INF058,['Generasi Z'],['Laki-laki'],['Menengah'],"['Aktif', 'Modern']","['Fun', 'Ekspresif']",Brave,0.67,False,Neutral,False,0.029,400000,1000000,2500000,False,0.3,True,tech,11200,1850,210
raflihidayatulloh,Micro,INF112,['Generasi Z'],['Laki-laki'],['Menengah'],"['Aktif', 'Modern']","['Fun', 'Ekspresif']",Brave,0.67,False,Neutral,False,0.029,400000,1000000,2500000,False,0.3,True,sport,11200,1850,210
agangani94,Micro,INF008,['Milenial'],['Laki-laki'],['Menengah'],"['Aktif', 'Sehat']","['Introvert', 'Tenang']",Brave,0.65,False,Neutral,False,0.025,500000,1500000,3000000,False,0.29,True,food,11000,1800,200
kennygerald,Micro,INF083,['Generasi Z'],['Laki-laki'],['Menengah'],"['Aktif', 'Modern']","['Fun', 'Ekspresif']",Brave,0.67,False,Neutral,False,0.029,400000,1000000,2500000,False,0.3,True,tech,11200,1850,210
gervasius123,Micro,INF055,['Milenial'],['Laki-laki'],['Menengah ke atas'],"['Modern', 'Elegance']","['Ceria', 'Ekspresif']",Humble,0.8,True,Positive,True,0.051,600000,2000000,4000000,True,0.45,True,finance,16200,3350,405
lucky_n00b.oc,Micro,INF092,['Milenial'],['Laki-laki'],['Menengah ke atas'],"['Modern', 'Elegance']","['Ceria', 'Ekspresif']",Kreatif,0.81,True,Positive,True,0.049,600000,2000000,4000000,True,0.42,True,gaming,15500,3100,390
stjka_,Micro,INF143,['Milenial'],['Perempuan'],['Menengah ke atas'],"['Modern', 'Elegance']","['Ceria', 'Ekspresif']",Kreatif,0.81,True,Positive,True,0.049,600000,2000000,4000000,True,0.42,True,beauty,15500,3100,390
rayhan.fadillah14,Micro,INF117,['Milenial'],['Laki-laki'],['Menengah ke atas'],"['Modern', 'Elegance']","['Ceria', 'Ekspresif']",Kreatif,0.81,True,Positive,True,0.049,600000,2000000,4000000,True,0.42,True,tech,15500,3100,390
rahmat._17,Micro,INF158,['Generasi Z'],['Laki-laki'],['Menengah'],"['Aktif', 'Sehat']","['Fun', 'Energetic']",Brave,0.7,False,Neutral,False,0.035,400000,1000000,2500000,False,0.32,True,sport,11500,2000,230
kiararindani,Micro,INF086,['Milenial'],['Perempuan'],['Menengah ke atas'],"['Modern', 'Elegance']","['Ceria', 'Ekspresif']",Kreatif,0.81,True,Positive,True,0.049,600000,2000000,4000000,True,0.42,True,beauty,15500,3100,390
andhirashfrly,Micro,INF016,['Milenial'],['Laki-laki'],['Menengah ke atas'],"['Aktif', 'Modern']","['Energetic', 'Ekspresif']",Brave,0.71,True,Positive,True,0.038,550000,1800000,3500000,True,0.35,True,tech,12800,2300,240
raniashafira,Micro,INF114,['Generasi Z'],['Perempuan'],['Menengah'],"['Ceria', 'Simple']","['Fun', 'Ceria']",Humble,0.75,False,Neutral,False,0.03,450000,1000000,2500000,False,0.34,True,lifestyle,12000,2500,270
raniazzhr,Micro,INF115,['Milenial'],['Perempuan'],['Menengah ke atas'],"['Modern', 'Elegance']","['Ceria', 'Ekspresif']",Kreatif,0.81,True,Positive,True,0.049,600000,2000000,4000000,True,0.42,True,beauty,15500,3100,390
bncbs,Micro,INF031,['Generasi Z'],['Laki-laki'],['Menengah'],"['Aktif', 'Modern']","['Fun', 'Ekspresif']",Brave,0.68,False,Neutral,False,0.028,500000,1500000,3000000,False,0.33,True,sport,12000,2100,250
lindawidyaa,Mid,INF090,['Milenial'],['Perempuan'],['Menengah ke atas'],"['Modern', 'Elegance']","['Ceria', 'Ekspresif']",Kreatif,0.81,True,Positive,True,0.049,2500000,8000000,10000000,True,0.42,True,beauty,15500,3100,390
rizkyfadillah_21,Mid,INF125,['Milenial'],['Laki-laki'],['Menengah ke atas'],"['Modern', 'Elegance']","['Ceria', 'Ekspresif']",Kreatif,0.81,True,Positive,True,0.049,2500000,8000000,10000000,True,0.42,True,finance,15500,3100,390
felicia.herianto,Mid,INF047,['Generasi Z'],['Perempuan'],['Menengah'],"['Ceria', 'Simple']","['Fun', 'Ceria']",Humble,0.75,False,Neutral,False,0.03,1500000,6000000,8000000,False,0.34,True,lifestyle,12000,2500,270
arvhiehanafi,Mid,INF021,['Generasi Z'],['Laki-laki'],['Menengah'],"['Aktif', 'Modern']","['Fun', 'Ekspresif']",Brave,0.67,False,Neutral,False,0.029,2000000,7000000,9000000,False,0.3,True,tech,11200,1850,210
ibrokumar,Mid,INF065,['Milenial'],['Laki-laki'],['Menengah ke atas'],"['Modern', 'Elegance']","['Ceria', 'Ekspresif']",Humble,0.8,True,Positive,True,0.051,2500000,8000000,10000000,True,0.45,True,finance,16200,3350,405
keitavanya,Mid,INF082,['Milenial'],['Perempuan'],['Menengah ke atas'],"['Modern', 'Elegance']","['Ceria', 'Ekspresif']",Kreatif,0.81,True,Positive,True,0.049,2500000,8000000,10000000,True,0.42,True,beauty,15500,3100,390
irma.iryanto3,Mid,INF071,['Milenial'],['Perempuan'],['Menengah ke atas'],"['Modern', 'Elegance']","['Ceria', 'Ekspresif']",Kreatif,0.81,True,Positive,True,0.049,2500000,8000000,10000000,True,0.42,True,beauty,15500,3100,390
luckyoetama,Mid,INF093,['Generasi Z'],['Laki-laki'],['Menengah'],"['Aktif', 'Modern']","['Fun', 'Ekspresif']",Brave,0.67,False,Neutral,False,0.029,2000000,7000000,9000000,False,0.3,True,tech,11200,1850,210
shalfaptr,Mid,INF139,['Milenial'],['Perempuan'],['Menengah ke atas'],"['Modern', 'Elegance']","['Ceria', 'Ekspresif']",Kreatif,0.81,True,Positive,True,0.049,2500000,8000000,10000000,True,0.42,True,beauty,15500,3100,390
dianandach,Mid,INF037,['Generasi Z'],['Perempuan'],['Menengah'],"['Ceria', 'Simple']","['Fun', 'Ceria']",Humble,0.79,False,Neutral,False,0.031,2000000,7000000,9000000,False,0.33,True,lifestyle,12200,2600,280
hirataandrea,Mid,INF063,['Milenial'],['Laki-laki'],['Menengah ke atas'],"['Modern', 'Elegance']","['Ceria', 'Ekspresif']",Kreatif,0.81,True,Positive,True,0.049,2500000,8000000,10000000,True,0.42,True,education,15500,3100,390
hirataandrera,Mid,INF064,['Generasi Z'],['Laki-laki'],['Menengah'],"['Aktif', 'Modern']","['Fun', 'Ekspresif']",Brave,0.67,False,Neutral,False,0.029,2000000,7000000,9000000,False,0.3,True,tech,11200,1850,210
jax.andersen,Mid,INF074,['Generasi Z'],['Laki-laki'],['Menengah'],"['Aktif', 'Modern']","['Fun', 'Ekspresif']",Brave,0.67,False,Neutral,False,0.029,2000000,7000000,9000000,False,0.3,True,tech,11200,1850,210
shazfa.adesya,Mid,INF140,['Generasi Z'],['Perempuan'],['Menengah'],"['Ceria', 'Simple']","['Fun', 'Ceria']",Humble,0.75,False,Neutral,False,0.03,1500000,6000000,8000000,False,0.34,True,lifestyle,12000,2500,270
nikyrputra,Mid,INF105,['Milenial'],['Laki-laki'],['Menengah ke atas'],"['Modern', 'Elegance']","['Ceria', 'Ekspresif']",Kreatif,0.81,True,Positive,True,0.049,2500000,8000000,10000000,True,0.42,True,finance,15500,3100,390
cccookie_cia,Mid,INF033,['Generasi Z'],['Perempuan'],['Menengah'],"['Ceria', 'Simple']","['Fun', 'Ceria']",Kreatif,0.75,False,Neutral,False,0.03,1500000,6000000,8000000,False,0.34,True,lifestyle,12000,2500,270
rrafelo,Mid,INF131,['Generasi Z'],['Laki-laki'],['Menengah'],"['Aktif', 'Modern']","['Fun', 'Ekspresif']",Brave,0.67,False,Neutral,False,0.029,2000000,7000000,9000000,False,0.3,True,tech,11200,1850,210
naufaltannaz,Mid,INF103,['Milenial'],['Laki-laki'],['Menengah ke atas'],"['Modern', 'Elegance']","['Ceria', 'Ekspresif']",Kreatif,0.81,True,Positive,True,0.049,2500000,8000000,10000000,True,0.42,True,tech,15500,3100,390
dolly_regar,Mid,INF042,['Milenial'],['Laki-laki'],['Menengah ke atas'],"['Modern', 'Elegance']","['Ceria', 'Ekspresif']",Kreatif,0.83,True,Positive,True,0.052,2500000,8000000,10000000,True,0.44,True,beauty,16500,3400,410
arzkeys,Mid,INF023,['Generasi Z'],['Laki-laki'],['Menengah'],"['Aktif', 'Sehat']","['Fun', 'Energetic']",Kreatif,0.72,False,Positive,False,0.035,1800000,6500000,8500000,False,0.34,True,gaming,11900,2150,220
fauzanjabir,Mid,INF046,['Milenial'],['Laki-laki'],['Menengah ke atas'],"['Modern', 'Elegance']","['Ceria', 'Ekspresif']",Brave,0.84,True,Positive,True,0.054,2500000,8000000,10000000,True,0.46,True,beauty,16800,3450,415
fajrin.rz,Mid,INF045,['Generasi Z'],['Laki-laki'],['Menengah'],"['Aktif', 'Sehat']","['Fun', 'Energetic']",Kreatif,0.72,False,Positive,False,0.035,1800000,6500000,8500000,False,0.34,True,gaming,11900,2150,220
ginasihlaa_,Mid,INF056,['Generasi Z'],['Perempuan'],['Menengah'],"['Ceria', 'Simple']","['Fun', 'Ceria']",Humble,0.75,False,Neutral,False,0.03,1500000,6000000,8000000,False,0.34,True,lifestyle,12000,2500,270
olviapayten,Mid,INF108,['Generasi Z'],['Perempuan'],['Menengah'],"['Ceria', 'Simple']","['Fun', 'Ceria']",Humble,0.75,False,Neutral,False,0.03,1500000,6000000,8000000,False,0.34,True,lifestyle,12000,2500,270
dindarimby,Mid,INF041,['Generasi Z'],['Perempuan'],['Menengah'],"['Ceria', 'Simple']","['Fun', 'Ceria']",Humble,0.79,False,Neutral,False,0.031,2000000,7000000,9000000,False,0.33,True,lifestyle,12200,2600,280
rivaldosantosa,Mid,INF124,['Generasi Z'],['Laki-laki'],['Menengah'],"['Aktif', 'Modern']","['Fun', 'Ekspresif']",Brave,0.67,False,Neutral,False,0.029,2000000,7000000,9000000,False,0.3,True,sport,11200,1850,210
anastasiayasmeen,Mid,INF015,['Generasi Z'],['Perempuan'],['Menengah'],"['Ceria', 'Simple']","['Fun', 'Ceria']",Kreatif,0.75,False,Neutral,False,0.03,1500000,6000000,8000000,False,0.34,True,lifestyle,12000,2500,270
lisaayukw,Mid,INF091,['Generasi Z'],['Perempuan'],['Menengah'],"['Ceria', 'Simple']","['Fun', 'Ceria']",Humble,0.75,False,Neutral,False,0.03,1500000,6000000,8000000,False,0.34,True,lifestyle,12000,2500,270
rendytoys,Mid,INF118,['Generasi Z'],['Laki-laki'],['Menengah'],"['Aktif', 'Modern']","['Fun', 'Ekspresif']",Brave,0.67,False,Neutral,False,0.029,2000000,7000000,9000000,False,0.3,True,gaming,11200,1850,210
nuhevita,Mid,INF107,['Milenial'],['Perempuan'],['Menengah ke atas'],"['Modern', 'Elegance']","['Ceria', 'Ekspresif']",Kreatif,0.81,True,Positive,True,0.049,2500000,8000000,10000000,True,0.42,True,beauty,15500,3100,390
dinar.amanda,Mid,INF039,['Generasi Z'],['Perempuan'],['Menengah'],"['Ceria', 'Simple']","['Fun', 'Ceria']",Humble,0.75,False,Neutral,False,0.03,1500000,6000000,8000000,False,0.34,True,lifestyle,12000,2500,270
adindarizkyana_,Mid,INF159,['Milenial'],['Perempuan'],['Menengah ke atas'],"['Modern', 'Elegance']","['Ceria', 'Ekspresif']",Kreatif,0.8,True,Positive,True,0.048,1500000,7000000,10000000,True,0.42,True,beauty,15500,3100,390
_dindayasmin,Mid,INF160,['Generasi Z'],['Perempuan'],['Menengah'],"['Ceria', 'Simple']","['Fun', 'Ceria']",Humble,0.75,False,Neutral,False,0.03,1500000,6000000,8000000,False,0.34,True,lifestyle,12000,2500,270
mandycj_,Mid,INF095,['Generasi Z'],['Perempuan'],['Menengah'],"['Ceria', 'Simple']","['Fun', 'Ceria']",Humble,0.75,False,Neutral,False,0.03,1500000,6000000,8000000,False,0.34,True,lifestyle,12000,2500,270
heyitsriellaa,Mid,INF062,['Generasi Z'],['Perempuan'],['Menengah'],"['Ceria', 'Simple']","['Fun', 'Ceria']",Humble,0.75,False,Neutral,False,0.03,1500000,6000000,8000000,False,0.34,True,lifestyle,12000,2500,270
marshaz,Mid,INF097,['Generasi Z'],['Perempuan'],['Menengah'],"['Ceria', 'Simple']","['Fun', 'Ceria']",Humble,0.75,False,Neutral,False,0.03,1500000,6000000,8000000,False,0.34,True,lifestyle,12000,2500,270
granzetta,Mid,INF057,['Milenial'],['Perempuan'],['Menengah ke atas'],"['Modern', 'Elegance']","['Ceria', 'Ekspresif']",Kreatif,0.81,True,Positive,True,0.049,4500000,13000000,18000000,True,0.42,True,beauty,15500,3100,390
natashabigeyl,Mid,INF101,['Milenial'],['Perempuan'],['Menengah ke atas'],"['Modern', 'Elegance']","['Ceria', 'Ekspresif']",Kreatif,0.81,True,Positive,True,0.049,2500000,8000000,10000000,True,0.42,True,beauty,15500,3100,390
safiraprameswari,Mid,INF134,['Milenial'],['Perempuan'],['Menengah ke atas'],"['Modern', 'Elegance']","['Ceria', 'Ekspresif']",Kreatif,0.81,True,Positive,True,0.049,2500000,8000000,10000000,True,0.42,True,beauty,15500,3100,390
joerdy.s,Macro,INF078,['Milenial'],['Laki-laki'],['Menengah ke atas'],"['Modern', 'Elegance']","['Ceria', 'Ekspresif']",Humble,0.8,True,Positive,True,0.051,5000000,15000000,20000000,True,0.45,True,finance,16200,3350,405
andirazh,Macro,INF017,['Generasi Z'],['Laki-laki'],['Menengah'],"['Aktif', 'Sehat']","['Fun', 'Energetic']",Humble,0.78,False,Positive,False,0.036,4500000,13000000,18000000,False,0.32,True,gaming,11800,2100,210
bellmirs,Macro,INF027,['Milenial'],['Perempuan'],['Menengah ke atas'],"['Modern', 'Elegance']","['Ceria', 'Ekspresif']",Kreatif,0.82,True,Positive,True,0.05,5500000,14000000,19000000,True,0.43,True,education,16000,3300,400
berllian_5,Macro,INF028,['Generasi Z'],['Perempuan'],['Menengah'],"['Ceria', 'Simple']","['Fun', 'Ceria']",Humble,0.75,False,Neutral,False,0.03,3500000,10000000,14000000,False,0.34,True,lifestyle,12000,2500,270
risyabrabo,Macro,INF123,['Milenial'],['Laki-laki'],['Menengah ke atas'],"['Modern', 'Elegance']","['Ceria', 'Ekspresif']",Kreatif,0.81,True,Positive,True,0.049,4500000,13000000,18000000,True,0.42,True,tech,15500,3100,390
wasawirman,Macro,INF153,['Milenial'],['Laki-laki'],['Menengah ke atas'],"['Modern', 'Elegance']","['Ceria', 'Ekspresif']",Kreatif,0.81,True,Positive,True,0.049,4500000,13000000,18000000,True,0.42,True,finance,15500,3100,390
timotiusmul,Macro,INF149,['Milenial'],['Laki-laki'],['Menengah ke atas'],"['Modern', 'Elegance']","['Ceria', 'Ekspresif']",Kreatif,0.81,True,Positive,True,0.049,4500000,13000000,18000000,True,0.42,True,tech,15500,3100,390
rolansihombing_,Macro,INF161,['Milenial'],['Laki-laki'],['Menengah ke atas'],"['Modern', 'Elegance']","['Ceria', 'Ekspresif']",Kreatif,0.81,True,Positive,True,0.049,4500000,13000000,18000000,True,0.42,True,sport,15500,3100,390
ryangoutama,Macro,INF132,['Milenial'],['Laki-laki'],['Menengah ke atas'],"['Modern', 'Elegance']","['Ceria', 'Ekspresif']",Kreatif,0.81,True,Positive,True,0.049,4500000,13000000,18000000,True,0.42,True,tech,15500,3100,390
amritsaraje,Macro,INF013,['Generasi Z'],['Laki-laki'],['Menengah'],"['Aktif', 'Sehat']","['Fun', 'Energetic']",Brave,0.73,True,Positive,True,0.04,6000000,16000000,21000000,True,0.37,True,sport,13500,2700,350
asrinda.basrii,Macro,INF024,['Milenial'],['Perempuan'],['Menengah ke atas'],"['Modern', 'Elegance']","['Ceria', 'Ekspresif']",Brave,0.84,True,Positive,True,0.054,6000000,16000000,21000000,True,0.46,True,beauty,16800,3450,415
amerossaaaaa,Macro,INF012,['Milenial'],['Perempuan'],['Menengah ke atas'],"['Modern', 'Elegance']","['Introvert', 'Tenang']",Kreatif,0.69,False,Neutral,False,0.027,5000000,15000000,20000000,False,0.31,True,beauty,11500,2000,220
janes_cs,Macro,INF072,['Generasi Z'],['Perempuan'],['Menengah'],"['Ceria', 'Simple']","['Fun', 'Ceria']",Humble,0.75,False,Neutral,False,0.03,3500000,10000000,14000000,False,0.34,True,lifestyle,12000,2500,270
karenkurniawan_kk,Macro,INF081,['Generasi Z'],['Laki-laki'],['Menengah'],"['Aktif', 'Modern']","['Fun', 'Ekspresif']",Brave,0.67,False,Neutral,False,0.029,3500000,10000000,14000000,False,0.3,True,tech,11200,1850,210
rian.sagit,Macro,INF122,['Generasi Z'],['Laki-laki'],['Menengah'],"['Aktif', 'Modern']","['Fun', 'Ekspresif']",Brave,0.67,False,Neutral,False,0.029,400000,1000000,2500000,False,0.3,True,tech,11200,1850,210
